Utility Characteristics,,,,,Reporting Year Incremental Annual Savings,,,,,,,,,,Incremental Life Cycle Savings,,,,,,,,,,Reporting Year Incremental Cost,,,,,,,,,,Incremental Life Cycle Costs,,,,,,,,,,Weighted Average Life,,,,
,,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,(Years),,,,
2015,1050,City of Azusa,CA,CISO,405,"3,963",.,.,"4,368",0.0,2.5,.,.,2.5,"2,178","35,572",.,.,"37,750",0.0,2.5,.,.,2.5,242,319,.,.,561,37,124,.,.,161,"1,302","2,865",.,.,"4,167",199,"1,114",.,.,"1,313",5.380,8.980,.,.,
2015,1101,Bagley Public Utilities Comm,MN,MISO,6,20,37,.,63,0.0,0.0,0.0,.,0.0,82,239,444,.,765,0.0,0.0,0.8,.,0.8,1,1,9,.,11,1,1,1,.,3,1,1,9,.,11,1,1,1,.,3,14.320,11.920,12.030,.,
2015,1167,Baltimore Gas & Electric Co,MD,PJM,"92,904","1,60,276",.,.,"2,53,180",13.4,28.4,.,.,41.8,"10,12,839","18,86,363",.,.,"28,99,202",13.4,28.4,.,.,41.8,"32,820","46,170",.,.,"78,990","12,544","12,258",.,.,"24,802","32,820","46,170",.,.,"78,990","12,544","12,258",.,.,"24,802",10.902,11.770,.,.,http://webapp.psc.state.md.us/Intranet/home.cfm
2015,1176,City of Bandon - (OR),OR,BPAT,76,6,0,0,82,0.0,0.0,0.0,0.0,0.0,"2,012",69,0,0,"2,081",0.0,0.0,0.0,0.0,0.0,17,1,0,0,18,8,8,0,0,16,17,1,0,0,18,8,8,0,0,16,26.310,12.000,0.000,0.000,
2015,1233,City of Barnesville - (MN),MN,MISO,43,82,.,.,125,.,.,.,.,.,453,988,.,.,"1,441",.,.,.,.,.,5,3,.,.,8,4,3,.,.,7,5,3,.,.,8,4,3,.,.,7,10.400,12.000,.,.,
2015,1251,Barron Electric Coop,WI,MISO,652,"2,614","6,676",.,"9,942",0.1,0.3,0.4,.,0.8,"9,778","31,589","84,684",.,"1,26,051",0.1,0.3,0.4,.,0.8,136,23,62,.,221,71,1,.,.,72,136,23,62,.,221,71,1,0,.,72,14.996,12.084,12.685,.,
2015,1366,City of Bay City - (MI),MI,MISO,"1,830","2,075",.,.,"3,905",0.1,0.7,.,.,0.8,"21,471","25,454",.,.,"46,925",0.4,0.2,.,.,0.6,222,129,.,.,351,114,113,.,.,227,222,129,.,.,351,114,113,.,.,227,11.740,12.270,.,.,www.baycitymi.org/electricdept
2015,1367,"Bayfield Electric Coop, Inc",WI,MISO,283,947,.,.,"1,230",0.4,0.0,.,.,0.4,967,"3,231",.,.,"4,198",0.4,0.0,.,.,0.4,26,57,.,.,83,0,0,.,.,0,130,285,.,.,415,30,0,.,.,30,2.170,3.320,.,.,
2015,1529,"Beltrami Electric Coop, Inc",MN,MISO,"1,667",901,0,0,"2,568",0.3,0.9,0.0,0.0,1.2,"18,074",901,0,0,"18,975",0.3,0.9,0.0,0.0,1.2,194,73,0,0,267,54,1,0,0,55,194,73,0,0,267,54,1,0,0,55,12.700,1.000,0.000,0.000,
2015,1573,City of Benson - (MN),MN,MISO,34,26,58,.,118,0.0,0.0,0.0,.,0.0,494,298,664,.,"1,456",0.0,0.0,0.0,.,0.0,4,2,4,.,10,4,2,4,.,10,4,2,4,.,10,4,2,4,.,9,14.700,11.400,11.400,.,
2015,1579,PUD No 1 of Benton County,WA,BPAT,"1,941","4,217",641,.,"6,799",0.0,0.0,0.0,.,0.0,"23,292","50,604","7,692",.,"81,588",0.0,0.0,0.0,.,0.0,664,456,299,.,"1,419",0,0,0,.,0,664,456,299,.,"1,419",0,0,0,.,0,12.000,12.000,12.000,.,
2015,1613,Berkeley Electric Coop Inc,SC,SC,268,.,.,.,268,.,.,.,.,.,"4,176",.,.,.,"4,176",2.0,.,.,.,2.0,27,.,.,.,27,32,.,.,.,32,27,.,.,.,27,40,.,.,.,40,15.220,.,.,.,www.bec.coop
2015,1692,Big Rivers Electric Corp,KY,MISO,"3,040","7,155",.,.,"10,195",1.3,1.9,.,.,3.2,"33,021","69,889",.,.,"1,02,910",1.3,1.9,.,.,3.2,502,614,.,.,"1,116",17,20,.,.,37,502,614,.,.,"1,116",17,20,.,.,37,10.900,9.800,.,.,
2015,1736,Blachly-Lane County Coop El Assn,OR,BPAT,313,133,"1,265",.,"1,711",.,.,.,.,.,"7,727","1,602","15,177",.,"24,506",.,.,.,.,.,79,33,99,.,211,.,.,.,.,.,79,33,99,.,211,.,.,.,.,.,24.000,12.000,12.000,.,
2015,1869,City of Bloomfield - (IA),IA,AECI,5,54,0,0,59,0.0,0.0,0.0,0.0,0.0,85,"1,082",0,0,"1,167",0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,0,19,0,0,19,2,0,0,0,2,0,19,0,0,19,19.000,20.000,0.000,0.000,
2015,1883,Blue Earth Light & Water,MN,MISO,26,492,.,.,518,16.0,492.0,.,.,508.0,260,"4,920",.,.,"5,180",16.0,492.0,.,.,508.0,22,40,.,.,62,.,.,.,.,.,220,400,.,.,620,.,.,.,.,.,10.000,10.000,.,.,
2015,2008,City of Boulder City - (NV),NV,WALC,379,.,.,.,379,0.2,.,.,.,0.2,"4,069",.,.,.,"4,069",0.2,.,.,.,0.2,36,.,.,.,36,17,.,.,.,17,36,.,.,.,36,17,.,.,.,17,15.000,.,.,.,
2015,2089,Bozrah Light & Power Company,CT,ISNE,23,71,.,.,94,0.0,0.0,.,.,0.0,241,924,.,.,"1,165",0.0,0.0,.,.,0.0,22,23,.,.,45,7,7,.,.,14,22,23,.,.,45,7,7,.,.,14,10.400,13.000,.,.,
2015,2172,Brazos Electric Power Coop Inc,TX,ERCO,"11,400","2,478",.,.,"13,878",2.0,1.0,.,.,3.0,"1,11,864","26,099",.,.,"1,37,963",2.0,1.0,.,.,3.0,"1,435",221,.,.,"1,656",52,.,.,.,52,"1,435",221,.,.,"1,656",52,.,.,.,52,9.810,14.960,.,.,
2015,2182,City of Breckenridge- (MN),MN,MISO,124,228,257,.,609,.,0.1,0.1,.,0.2,"1,508","1,752","1,976",.,"5,236",.,0.1,0.1,.,0.2,9,28,31,.,68,8,25,28,.,61,9,28,32,.,69,8,25,28,.,61,12.000,7.000,7.000,.,
2015,2285,City of Brookings - (SD),SD,WACM,134,523,"1,568",0,"2,225",0.0,0.1,0.4,0.0,0.5,"1,615","6,276","18,827",0,"26,718",0.0,0.1,0.4,0.0,0.5,16,52,155,0,223,14,46,138,0,198,16,52,155,0,223,14,46,138,0,198,12.000,12.000,12.000,0.000,
2015,2442,City of Bryan - (TX),TX,ERCO,263,"4,012",.,.,"4,275",0.1,1.0,.,.,1.1,"2,628","40,121",.,.,"42,749",0.1,1.1,.,.,1.2,51,323,.,.,374,43,30,.,.,73,51,323,.,.,374,43,30,.,.,73,10.000,10.000,.,.,
2015,2507,City of Burbank Water and Power,CA,LDWP,"5,187","8,813",.,.,"14,000",1.0,2.0,.,.,3.0,"24,071","1,05,712",.,.,"1,29,783",1.0,2.0,.,.,3.0,"1,191","2,036",.,.,"3,227",265,779,.,.,"1,044","1,191","2,036",.,.,"3,227",265,779,.,.,"1,044",4.600,12.000,.,.,
2015,2548,City of Burlington Electric - (VT),VT,ISNE,"2,334","3,691",0,0,"6,025",0.2,0.4,0.0,0.0,0.6,"29,930","50,912",0,0,"80,842",0.3,0.6,0.0,0.0,0.9,545,746,0,0,"1,291",311,589,0,0,900,545,746,0,0,"1,291",311,589,0,0,900,13.000,14.000,.,.,www.burlingtonelectric.com
2015,2599,Burt County Public Power Dist,NE,SWPP,28,7,0,.,35,0.0,0.0,0.0,.,0.0,573,34,0,.,607,0.0,0.0,0.0,.,0.0,4,0,.,.,4,4,2,.,.,6,4,0,.,.,4,4,2,.,.,6,20.740,5.000,0.000,.,www.nppd.com - Energy Wise
2015,2643,Butler Public Power District - (NE),NE,SWPP,65,20,6,.,91,0.0,0.0,0.0,.,0.0,"1,191",200,62,.,"1,453",0.0,0.0,0.0,.,0.0,11,2,1,.,14,5,3,3,.,11,11,2,1,.,14,5,3,3,.,11,18.370,9.800,11.000,.,
2015,2655,"Butte Electric Coop, Inc",SD,SWPP,1,.,.,.,1,0.2,.,.,.,0.2,9,.,.,.,9,0.2,.,.,.,0.2,3,.,.,.,3,8,.,.,.,8,3,.,.,.,3,8,.,.,.,8,10.000,.,.,.,
2015,2955,Canby Utility Board,OR,PGE,690,446,96,0,"1,232",0.0,0.0,0.0,0.0,0.0,"7,055","5,354",963,0,"13,372",0.1,0.0,0.0,0.0,0.1,101,41,24,0,166,8,8,8,0,24,101,41,24,0,166,8,8,8,0,24,8.370,12.000,10.000,0.000,
2015,2985,"Capital Electric Coop, Inc",ND,SWPP,"1,637",0,.,.,"1,637",0.0,0.3,.,.,0.3,"32,740",.,.,.,"32,740",0.0,0.5,.,.,0.5,.,4,.,.,4,161,4,.,.,165,3,80,.,.,83,161,4,.,.,165,20.000,20.000,.,.,
2015,3046,Duke Energy Progress - (NC),NC,CPLE,"2,44,289","1,56,409",.,.,"4,00,698",52.2,27.6,.,.,79.8,"13,01,803","10,45,554",.,.,"23,47,357",52.2,27.6,.,.,79.8,"22,705","11,659",.,.,"34,364","15,337","3,260",.,.,"18,597","22,705","11,659",.,.,"34,364","15,337","3,260",.,.,"18,597",5.330,6.680,.,.,
2015,3046,Duke Energy Progress - (NC),SC,CPLE,"42,604","27,277",.,.,"69,881",9.1,4.8,.,.,13.9,"2,27,032","1,82,343",.,.,"4,09,375",9.1,4.8,.,.,13.9,"3,960","2,033",.,.,"5,993","2,675",569,.,.,"3,244","3,960","2,033",.,.,"5,993","2,675",569,.,.,"3,244",5.330,6.680,.,.,
2015,3107,Carteret-Craven El Member Corp,NC,CPLE,116,165,.,.,281,.,.,.,.,.,"1,609","2,471",.,.,"4,080",.,.,.,.,.,7,11,.,.,18,1,1,.,.,2,7,11,.,.,18,1,1,.,.,2,13.851,15.000,.,.,
2015,3203,Cedar Falls Utilities,IA,MISO,"1,313","1,021",191,.,"2,525",0.4,0.2,0.0,.,0.6,"16,454","14,701","1,114",.,"32,269",0.3,0.1,0.0,.,0.4,388,205,12,.,605,128,87,4,.,219,388,205,12,.,605,128,87,4,.,219,12.530,14.400,5.850,.,www.cfu.net/save-energy
2015,3205,Cedar-Knox Public Power Dist,NE,SWPP,139,349,401,.,889,.,.,.,.,.,"2,588","3,271","3,716",.,"9,575",.,.,.,.,.,16,24,28,.,68,.,.,.,.,.,16,24,28,.,68,.,.,.,.,.,18.000,9.000,10.000,.,
2015,3222,Central Alabama Electric Coop,AL,AEC,5,.,.,.,5,0.5,.,.,.,0.5,72,.,.,.,72,0.8,.,.,.,0.8,2,.,.,.,2,0,.,.,.,0,4,.,.,.,4,.,.,.,.,.,16.000,.,.,.,
2015,3245,"Central Florida Elec Coop, Inc",FL,SEC,572,.,.,.,572,0.1,.,.,.,0.1,839,.,.,.,839,0.1,.,.,.,0.1,5,.,.,.,5,2,.,.,.,2,5,.,.,.,5,2,.,.,.,2,1.467,.,.,.,
2015,3248,Central Georgia El Member Corp,GA,SOCO,89,.,.,.,89,0.1,.,.,.,0.1,"1,045",.,.,.,"1,045",0.4,.,.,.,0.4,15,.,.,.,15,14,.,.,.,14,15,.,.,.,15,14,.,.,.,14,8.460,.,.,.,
2015,3249,Central Hudson Gas & Elec Corp,NY,NYIS,"14,033","24,283",.,.,"38,316",1.6,2.7,.,.,4.3,"14,033","24,283",.,.,"38,316",1.6,2.7,.,.,4.3,515,"8,533",.,.,"9,048","1,445",300,.,.,"1,745",515,"8,533",.,.,"9,048","1,445",300,.,.,"1,745",29.860,15.000,.,.,http://documents.dps.ny.gov/custom/EEPS/EEPSHome.aspx 
2015,3258,Central Iowa Power Cooperative,IA,MISO,"8,308","6,810","1,037",.,"16,155",1.8,0.6,0.2,.,2.6,"86,278","1,03,877","13,664",.,"2,03,819",1.8,0.6,0.2,.,2.6,"2,393",519,31,.,"2,943",709,154,9,.,872,"2,393",519,31,.,"2,943",709,154,9,.,872,10.385,15.255,13.178,.,
2015,3264,Central Lincoln People's Ut Dt,OR,BPAT,"3,053","1,007","2,400",.,"6,460",.,.,.,.,.,"36,636","12,084","28,800",.,"77,520",.,.,.,.,.,675,220,482,.,"1,377",.,.,.,.,.,675,220,482,.,"1,377",.,.,.,.,.,12.000,12.000,12.000,.,
2015,3278,AEP Texas Central Company,TX,ERCO,"29,391","39,116",0,0,"68,507",8.3,35.5,0.0,0.0,43.8,"4,64,777","5,05,816",0,0,"9,70,593",8.3,35.5,0.0,0.0,43.8,"6,548","5,306",0,0,"11,854","1,175",479,0,0,"1,654","6,548","5,306",0,0,"11,854","1,175",479,0,0,"1,654",15.800,12.900,0.000,0.000,
2015,3287,"Central Valley Elec Coop, Inc",NM,SWPP,138,41,601,0,780,.,.,.,.,.,661,241,601,0,"1,503",.,.,.,.,.,72,71,55,0,198,.,.,.,.,.,115,72,55,0,242,.,.,.,.,.,15.000,20.000,15.000,0.000,www.cvecoop.org/content/about
2015,3295,City of Centralia - (WA),WA,BPAT,.,495,292,.,787,.,0.1,0.0,.,0.1,.,"6,511","3,800",.,"10,311",.,0.7,0.4,.,1.1,.,42,6,.,48,.,13,13,.,26,.,42,6,.,48,.,13,13,.,25,.,13.140,13.000,.,
2015,3400,City of Chaska - (MN),MN,MISO,390,"1,597","2,915",.,"4,902",0.2,0.3,0.6,.,1.1,"3,901","15,967","29,147",.,"49,015",0.2,0.3,0.6,.,1.1,89,91,205,.,385,13,35,66,.,114,89,91,205,.,385,13,35,66,.,114,10.000,10.000,10.000,.,
2015,3413,PUD No 1 of Chelan County,WA,CHPD,"7,350","5,780","1,246",.,"14,376",2.8,1.6,0.2,.,4.6,"1,21,377","1,04,979","18,690",.,"2,45,046",2.8,1.6,0.2,.,4.6,"1,226","1,240",201,.,"2,667",825,184,22,.,"1,031","1,226","1,240",201,.,"2,667",825,184,22,.,"1,031",16.514,18.164,15.000,.,
2015,3420,City of Cheney - (WA),WA,AVA,249,38,.,.,287,.,.,.,.,.,"5,500",228,.,.,"5,728",.,.,.,.,.,53,5,.,.,58,.,.,.,.,.,53,5,.,.,58,.,.,.,.,.,22.300,6.000,.,.,
2015,3436,Cherryland Electric Coop Inc,MI,MISO,"1,836","1,659",.,.,"3,495",.,.,.,.,.,"18,360","19,908",.,.,"38,268",.,.,.,.,.,75,129,.,.,204,31,54,.,.,85,580,810,.,.,"1,390",84,232,.,.,316,10.000,12.000,.,.,
2015,3461,Cheyenne Light Fuel & Power d/b/a Black Hills Energy,WY,WACM,"1,315","2,002",.,.,"3,317",0.8,0.5,.,.,1.3,"19,725","30,030",.,.,"49,755",0.8,0.5,.,.,1.3,45,366,.,.,411,149,111,.,.,260,45,366,.,.,411,149,111,.,.,260,15.000,15.000,.,.,https://dms.wyo.gov/Search/Docket.aspx
2015,3477,City of Chicopee - (MA),MA,ISNE,121,308,379,.,808,0.0,0.1,0.1,.,0.2,"1,206","4,614","5,682",.,"11,502",0.3,1.1,1.4,.,2.8,62,86,53,.,201,24,48,30,.,102,62,86,53,.,201,24,48,30,.,102,10.000,15.000,15.000,.,N/A
2015,3498,Chippewa Valley Electric Coop,WI,MISO,329,23,0,0,352,0.1,0.0,0.0,0.0,0.1,"5,332",327,0,0,"5,659",1.6,0.0,0.0,0.0,1.6,31,2,0,0,33,53,3,1,0,57,31,2,0,0,33,53,3,1,0,57,16.205,14.222,0.000,0.000,
2015,3503,"Choptank Electric Coop, Inc",MD,PJM,24,.,.,.,24,.,.,.,.,.,305,.,.,.,305,.,.,.,.,.,9,.,.,.,9,3,.,.,.,3,9,.,.,.,9,3,.,.,.,3,3.750,.,.,.,
2015,3542,Duke Energy Ohio Inc,OH,PJM,"1,36,912","92,345",.,.,"2,29,257",32.7,13.6,.,.,46.3,"4,96,954","10,83,340",.,.,"15,80,294",87.5,150.2,.,.,237.7,"4,474","10,238",.,.,"14,712","11,461","3,514",.,.,"14,975","4,474","10,238",.,.,"14,712","11,461","3,514",.,.,"14,975",3.630,11.730,.,.,
2015,3644,PUD No 1 of Clallam County,WA,BPAT,"6,483","1,093",446,.,"8,022",.,.,.,.,.,"90,385","13,614","6,113",.,"1,10,112",.,.,.,.,.,"1,225",205,2,.,"1,432",499,76,7,.,582,"1,225",205,2,.,"1,432",499,76,7,.,583,13.900,12.500,13.700,.,www.commerce.wa.gov/programs/energy/office/eia/pages/energyindependence.aspx
2015,3660,PUD No 1 of Clark County - (WA),WA,BPAT,"40,750","16,967","10,511",.,"68,228",5.1,2.1,1.3,.,8.5,"4,46,213","1,92,915","1,12,888",.,"7,52,016",5.1,2.1,1.3,.,8.5,"3,957","1,804","1,874",.,"7,635",421,149,5,.,575,"3,957","1,804","1,874",.,"7,635",421,149,5,.,575,10.950,11.370,10.740,.,http://www.commerce.wa.gov/Programs/Energy/Pages/default.aspx
2015,3701,Clark Electric Coop - (WI),WI,MISO,"1,333",572,.,.,"1,905",0.2,0.1,.,.,0.3,"20,314","8,847",.,.,"29,161",0.2,0.1,.,.,0.3,80,31,.,.,111,22,.,.,.,22,80,31,.,.,111,22,.,.,.,22,15.239,29.703,.,.,
2015,3755,Cleveland Electric Illum Co,OH,PJM,"73,795","78,347","26,979",0,"1,79,121",18.6,14.9,3.6,0.0,37.1,"7,98,460","16,53,915","4,00,912",0,"28,53,287",18.6,14.9,3.6,0.0,37.1,"2,699","2,087","1,209",0,"5,995",498,462,652,0,"1,612","2,699","2,087","1,209",0,"5,995",498,462,652,0,"1,612",10.820,21.110,14.860,.,"The website is not available until May, 2016."
2015,3757,"Clay Electric Cooperative, Inc",FL,SEC,"2,154",.,.,.,"2,154",0.2,.,.,.,0.2,"30,215",.,.,.,"30,215",0.2,.,.,.,0.2,193,.,.,.,193,152,.,.,.,152,193,.,.,.,193,152,.,.,.,152,14.028,.,.,.,
2015,3764,Clearwater-Polk Elec Coop Inc,MN,MISO,279,115,0,0,394,.,.,.,.,.,"4,214","1,577",0,0,"5,791",.,.,.,.,.,28,7,0,0,35,11,3,.,.,14,28,7,0,0,35,11,3,.,.,14,15.080,13.760,0.000,0.000,
2015,3828,Cloverland Electric Co-op,MI,MISO,"2,635","5,013",.,.,"7,648",0.0,0.0,.,.,0.0,"31,627","60,154",.,.,"91,781",0.0,0.0,.,.,0.0,179,321,.,.,500,261,387,.,.,648,179,321,.,.,500,261,387,.,.,648,12.000,12.000,.,.,
2015,3841,Coast Electric Power Assn,MS,SOCO,"3,585",.,.,.,"3,585",0.9,.,.,.,0.9,"27,992",.,.,.,"27,992",0.9,.,.,.,0.9,176,.,.,.,176,227,.,.,.,227,176,.,.,.,176,227,.,.,.,227,15.000,.,15.000,15.000,
2015,3915,Coldwater Board of Public Util,MI,MISO,141,897,"2,575",.,"3,613",.,.,.,.,.,987,"8,970","25,750",.,"35,707",.,.,.,.,.,31,32,142,.,205,10,12,52,.,74,31,32,142,.,205,10,12,52,.,74,7.000,10.000,10.000,.,www.coldwater.org
2015,3940,City of College Station - (TX),TX,ERCO,"1,117","1,424",.,.,"2,541",0.8,0.4,.,.,1.2,"14,530","18,506",.,.,"33,036",0.8,0.4,.,.,1.2,304,38,.,.,342,67,10,.,.,77,304,39,.,.,343,67,10,.,.,77,13.000,13.000,.,.,
2015,3989,City of Colorado Springs - (CO),CO,WACM,"16,044","12,516",0,0,"28,560",2.1,1.6,0.0,0.0,3.7,"1,76,218","1,25,632",0,0,"3,01,850",2.1,1.6,0.0,0.0,3.7,955,975,0,0,"1,930",580,230,0,0,810,955,975,0,0,"1,930",580,230,0,0,810,11.000,10.000,0.000,0.000,
2015,4003,City of Colton - (CA),CA,CISO,91,"6,730",29,.,"6,850",0.0,0.7,0.0,.,0.7,"1,029","20,918","13,134",.,"35,081",0.4,17.7,0.0,.,18.1,375,835,59,.,"1,269",0,0,0,.,0,"1,375","2,935",209,.,"4,519",0,0,0,.,0,10.000,10.000,10.000,.,www.coltononline.com
