Utility Characteristics,,,,,Reporting Year Incremental Annual Savings,,,,,,,,,,Incremental Life Cycle Savings,,,,,,,,,,Reporting Year Incremental Cost,,,,,,,,,,Incremental Life Cycle Costs,,,,,,,,,,Weighted Average Life,,,,
,,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,(Years),,,,
2014,554,City of Ames - (IA),IA,MISO,999,"4,096",0,0,"5,095",1.0,1.0,.,.,2.0,"12,866","37,277",.,.,"50,143",1.1,1.1,.,.,2.2,403,366,.,.,769,127,117,.,.,244,403,366,.,.,769,127,117,.,.,244,10.300,9.100,.,.,
2014,590,City of Anaheim - (CA),CA,CISO,"6,295","17,511","7,505",.,"31,311",1.9,4.5,1.9,.,8.3,"40,948","1,39,647","59,849",.,"2,40,444",1.9,4.5,1.9,.,8.3,"1,346",777,333,.,"2,456",186,222,95,.,503,"1,346",777,333,.,"2,456",186,222,95,.,502,6.800,8.000,8.000,.,
2014,636,City of Anderson - (IN),IN,PJM,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014,691,City of Anoka,MN,MISO,"2,632",727,0,0,"3,359",1.0,1.0,0.0,0.0,2.0,"3,688","6,721",0,0,"10,409",1.7,2.3,0.0,0.0,4.0,206,59,0,0,265,209,23,0,0,232,206,59,0,0,265,209,23,0,0,232,7.000,7.000,0.000,0.000,
2014,733,Appalachian Power Co,VA,PJM,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,
2014,733,Appalachian Power Co,WV,PJM,"40,534","21,044","2,338",0,"63,916",0.2,0.4,0.0,0.0,0.6,"4,49,927","2,77,781","30,862",0,"7,58,570",0.2,0.4,.,.,0.6,"2,374","1,177",129,0,"3,680","2,569","1,705",190,.,"4,464","2,374","1,177",129,0,"3,680","2,569","1,705",190,.,"4,464",11.100,13.200,13.200,0.000,
2014,803,Arizona Public Service Co,AZ,AZPS,"1,83,409","2,31,415",0,0,"4,14,824",29.2,39.6,0.0,0.0,68.8,"15,75,805","27,64,993",0,0,"43,40,798",29.2,39.6,0.0,0.0,68.8,"17,686","16,132",0,0,"33,818","15,056","9,344",0,0,"24,400","17,686","16,132",0,0,"33,818","15,056","9,344",0,0,"24,400",7.300,13.600,.,.,
2014,814,Entergy Arkansas Inc,AR,MISO,"73,376","75,553","56,578",.,"2,05,507",20.4,12.2,7.9,.,40.5,"7,45,627","8,93,330","6,96,268",.,"23,35,225",20.4,12.2,7.9,.,40.5,"13,028","12,231","9,163",.,"34,422","7,487","6,065","4,265",.,"17,817","13,028","12,231","9,163",.,"34,422","7,487","6,065","4,265",.,"17,817",10.162,11.824,12.306,.,http://www.entergyarkansas.com/energy_efficiency/main.aspx
2014,828,City of Arlington - (MN),MN,MISO,24,137,.,.,161,.,.,.,.,.,24,137,.,.,161,.,.,.,.,.,4,16,.,.,20,0,0,.,.,0,4,16,.,.,20,0,0,.,.,0,1.000,1.000,.,.,
2014,918,City of Aspen- (CO),CO,PSCO,7,201,.,.,208,.,.,.,.,.,74,"2,012",.,.,"2,086",.,.,.,.,.,12,10,.,.,22,136,136,.,.,272,12,10,.,.,22,136,136,.,.,272,10.770,10.000,.,.,
2014,924,"Associated Electric Coop, Inc",MO,SWPP,.,"9,621",.,.,"9,621",.,1.3,.,.,1.3,.,"1,10,372",.,.,"1,10,372",.,39.4,.,.,39.4,.,"4,219",.,.,"4,219",.,.,.,.,.,.,"34,399",.,.,"34,399",.,.,.,.,.,10.720,15.000,.,.,3rd Party report used for Energy Efficiency submission does not break out for EIA sectors. Residential and Commerical information was reproted under 'Commerical for 2014'
2014,965,Atlantic Municipal Utilities,IA,MISO,110,216,.,.,326,0.1,0.0,.,.,0.1,"1,299","2,248",.,.,"3,547",0.1,0.0,.,.,0.1,16,13,.,.,29,4,7,.,.,11,16,13,.,.,29,4,7,.,.,11,12.000,10.000,.,.,
2014,1009,City of Austin - (MN),MN,MISO,999,"3,773","5,937",.,"10,709",0.2,0.5,0.4,.,1.1,"9,990","37,730","59,370",.,"1,07,090",0.2,0.5,0.4,.,1.1,84,365,296,.,745,37,160,130,.,327,84,365,296,.,745,37,160,130,.,327,10.000,10.000,10.000,10.000,
2014,1015,Austin Energy,TX,ERCO,"44,173","57,150","19,050",.,"1,20,373",22.8,12.5,4.2,.,39.5,"7,92,440","6,99,029","2,33,010",.,"17,24,479",22.8,12.5,4.2,.,39.5,"9,520","4,115","1,371",.,"15,006","2,816","1,784",595,.,"5,195","9,520","4,115","1,371",.,"15,006","2,816","1,784",595,.,"5,195",17.940,12.230,12.230,0.000,www.AustinEnergy.com
2014,1050,City of Azusa,CA,CISO,"1,453",754,.,.,"2,207",0.2,0.3,.,.,0.5,"11,410","9,515",.,.,"20,925",0.2,0.3,.,.,0.5,107,582,.,.,689,134,106,.,.,240,840,"4,412",.,.,"5,252","1,052",804,.,.,"1,856",7.850,12.580,.,.,
2014,1101,Bagley Public Utilities Comm,MN,MISO,22,31,246,.,299,0.0,0.0,0.0,.,0.0,340,462,"4,178",.,"4,980",0.0,0.0,1.1,.,1.1,2,4,23,.,29,1,1,2,.,4,2,4,23,.,29,1,1,2,.,4,15.500,14.900,17.000,.,
2014,1167,Baltimore Gas & Electric Co,MD,PJM,"1,42,824","1,20,385",.,.,"2,63,209",19.0,22.0,.,.,41.0,"10,48,545","14,98,764",.,.,"25,47,309",19.0,22.0,.,.,41.0,"30,883","31,066",.,.,"61,949","15,003","12,532",.,.,"27,535","30,883","31,066",.,.,"61,949","15,003","12,532",.,.,"27,535",7.342,12.450,.,.,http://webapp.psc.state.md.us/intranet/home.cfm
2014,1175,"Bandera Electric Coop, Inc",TX,ERCO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014,1176,City of Bandon - (OR),OR,BPAT,195,36,17,.,248,.,.,.,.,.,"4,777",545,203,.,"5,525",.,.,.,.,.,63,6,2,.,71,15,1,1,.,17,"1,550",88,29,.,"1,667",368,21,7,.,396,24.480,15.270,12.000,.,
2014,1196,Village of Baraga - (MI),MI,MISO,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,
2014,1233,City of Barnesville - (MN),MN,MISO,5,129,.,.,134,0.0,0.0,.,.,0.0,57,"1,540",.,.,"1,597",0.0,0.0,.,.,0.0,1,8,.,.,9,1,7,.,.,8,1,8,.,.,9,1,7,.,.,8,11.400,12.000,.,.,
2014,1251,Barron Electric Coop,WI,MISO,148,102,53,.,303,0.1,0.0,0.0,.,0.1,"2,156","1,440",531,.,"4,127",1.3,0.2,0.0,.,1.5,124,6,3,.,133,65,1,0,.,66,124,6,3,.,133,65,1,0,.,66,14.543,14.111,10.000,.,
2014,1273,"Bartlett Electric Coop, Inc",TX,ERCO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014,1366,City of Bay City - (MI),MI,MISO,"2,100","1,913",.,.,"4,013",0.1,0.7,.,.,0.8,"24,468","24,731",.,.,"49,199",0.0,0.2,.,.,0.2,243,104,.,.,347,93,139,.,.,232,243,104,.,.,347,93,139,.,.,232,11.650,12.930,.,.,www.baycitymi.org/electricdept
2014,1367,"Bayfield Electric Coop, Inc",WI,MISO,125,9,0,.,134,0.0,0.0,0.0,.,0.0,142,16,0,.,158,0.3,0.0,0.0,.,0.3,46,3,0,.,49,12,0,0,.,12,126,8,0,.,134,60,1,0,.,61,1.130,1.700,.,.,
2014,1529,"Beltrami Electric Coop, Inc",MN,MISO,"1,643",970,0,0,"2,613",0.3,0.1,0.0,0.0,0.4,"20,880","11,829",0,0,"32,709",0.3,0.1,0.0,0.0,0.4,184,106,0,0,290,73,0,0,0,73,184,106,0,0,290,73,0,0,0,73,11.300,13.300,.,.,
2014,1573,City of Benson - (MN),MN,MISO,26,92,277,.,395,0.0,0.0,0.1,.,0.1,375,"1,284","3,851",.,"5,510",.,.,0.1,.,0.1,4,6,18,.,28,3,5,16,.,24,4,6,18,.,28,3,5,16,.,24,14.600,13.900,13.900,.,
2014,1579,PUD No 1 of Benton County,WA,BPAT,"5,574","2,194","4,798",.,"12,566",.,.,.,.,.,"66,888","26,328","57,576",.,"1,50,792",.,.,.,.,.,"1,041",337,408,.,"1,786",.,.,.,.,.,"1,041",337,408,.,"1,786",.,.,.,.,.,12.000,12.000,12.000,.,
2014,1613,Berkeley Electric Coop Inc,SC,SC,348,.,.,.,348,.,.,.,.,.,"4,176",.,.,.,"4,176",2.0,.,.,.,2.0,15,.,.,.,15,51,.,.,.,51,15,.,.,.,15,76,.,.,.,76,15.280,.,.,.,
2014,1692,Big Rivers Electric Corp,KY,MISO,"4,082","1,681",.,.,"5,763",2.0,1.0,.,.,3.0,"40,306","16,807",.,.,"57,113",2.0,1.0,.,.,3.0,"1,251","1,008",.,.,"2,259",109,95,.,.,204,"1,251","1,008",.,.,"2,259",109,95,.,.,204,10.000,10.000,.,.,
2014,1723,"Big Bend Electric Coop, Inc",WA,BPAT,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014,1736,Blachly-Lane County Coop El Assn,OR,BPAT,228,.,0,.,228,.,.,.,.,.,"5,937",.,0,.,"5,937",.,.,.,.,.,68,.,0,.,68,.,.,.,.,.,68,.,0,.,68,.,.,.,.,.,21.000,.,.,.,
2014,1763,"Black River Electric Coop, Inc - (SC)",SC,SC,76,.,.,.,76,0.3,.,.,.,0.3,"1,530",.,.,.,"1,530",0.3,.,.,.,0.3,0,.,.,.,0,63,.,.,.,63,0,.,.,.,0,63,.,.,.,63,20.000,.,.,.,
2014,1776,City of Black River Falls,WI,MISO,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,
2014,1869,City of Bloomfield - (IA),IA,AECI,5,54,.,.,59,0.0,.,.,.,0.0,93,"1,069",.,.,"1,162",0.0,.,.,.,0.0,2,.,.,.,2,1,18,.,.,19,2,.,.,.,2,1,18,.,.,19,17.000,20.000,.,.,
2014,1889,Blue Ridge Elec Member Corp - (NC),NC,DUK,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,
2014,1997,City of Boscobel - (WI),WI,MISO,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,
2014,2008,City of Boulder City - (NV),NV,WALC,181,0,0,0,181,0.1,0.0,0.0,0.0,0.1,"2,715",0,0,0,"2,715",0.1,0.0,0.0,0.0,0.1,24,0,0,0,24,15,0,0,0,15,360,0,0,0,360,225,0,0,0,225,15.000,0.000,0.000,0.000,
2014,2089,Bozrah Light & Power Company,CT,ISNE,236,128,.,.,364,0.0,0.0,.,.,0.0,"1,805","1,595",.,.,"3,400",0.3,0.3,.,.,0.6,82,36,.,.,118,19,6,.,.,25,82,36,.,.,118,19,6,.,.,25,7.644,12.426,.,.,
2014,2172,Brazos Electric Power Coop Inc,TX,ERCO,"9,742","3,967",.,.,"13,709",2.0,1.0,.,.,3.0,"99,393","41,795",.,.,"1,41,188",2.0,1.0,.,.,3.0,"1,500",350,.,.,"1,850",57,.,.,.,57,"1,500",350,.,.,"1,850",57,.,.,.,57,10.200,15.000,.,.,
2014,2182,City of Breckenridge- (MN),MN,MISO,54,128,383,.,565,0.0,0.0,0.1,.,0.1,730,"1,551","4,654",.,"6,935",0.0,0.0,0.1,.,0.1,4,6,18,.,28,3,6,16,.,25,4,6,18,.,28,3,6,16,.,25,13.400,12.100,12.100,.,
2014,2206,City of Brewster - (MN),MN,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014,2273,Brodhead Water & Lighting Comm,WI,MISO,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,
2014,2285,City of Brookings - (SD),SD,WAUE,65,389,"1,167",0,"1,621",0.0,0.1,0.2,0.0,0.3,926,"4,824","14,472",0,"20,222",0.0,0.1,0.2,0.0,0.3,8,23,67,0,98,7,20,60,0,87,8,23,67,0,98,7,20,60,0,87,14.200,12.400,12.400,0.000,
2014,2442,City of Bryan - (TX),TX,ERCO,229,"1,725",.,.,"1,954",0.1,0.5,.,.,0.6,"2,888","17,256",.,.,"20,144",0.1,0.5,.,.,0.6,67,205,.,.,272,40,17,.,.,57,67,205,.,.,272,40,17,.,.,57,10.000,10.000,.,.,
2014,2507,City of Burbank Water and Power,CA,LDWP,"4,763","6,968",.,.,"11,731",0.8,2.3,.,.,3.1,"23,859","73,147",.,.,"97,006",0.8,2.3,.,.,3.1,"1,113","1,188",.,.,"2,301",292,758,.,.,"1,050","1,113","1,188",.,.,"2,301",292,758,.,.,"1,050",5.009,10.497,.,.,
2014,2545,City of Burley - (ID),ID,BPAT,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,.,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,
2014,2548,City of Burlington Electric - (VT),VT,ISNE,"1,840","3,559",.,.,"5,399",0.3,0.5,.,.,0.8,"21,135","43,676",.,.,"64,811",0.3,0.6,.,.,0.9,400,847,.,.,"1,247",345,675,.,.,"1,020",400,847,.,.,"1,247",345,675,.,.,"1,020",11.000,12.000,.,.,www.burlingtonelectric.com
2014,2599,Burt County Public Power Dist,NE,SWPP,37,4,12,.,53,0.0,0.0,0.0,.,0.0,754,39,163,.,956,0.0,0.0,0.0,.,0.0,5,0,0,.,5,3,2,3,.,8,5,0,0,.,5,3,2,3,.,8,21.000,11.000,14.000,.,
2014,2641,"Butler Rural El Coop Assn, Inc - (KS)",KS,SWPP,0,0,0,.,0,0.0,0.0,0.0,.,0.0,0,0,0,.,0,0.0,0.0,0.0,.,0.0,0,0,0,.,0,0,0,0,.,0,0,0,0,.,0,0,0,0,.,0,.,.,.,.,
2014,2643,Butler Public Power District - (NE),NE,SWPP,155,145,669,.,969,0.1,0.0,0.0,.,0.1,"3,080",939,"8,524",.,"12,543",0.1,0.0,0.0,.,0.1,24,2,19,.,45,5,3,5,.,13,24,2,19,.,45,5,3,5,.,13,19.870,6.470,12.740,.,
2014,2651,Butler Rural Electric Coop Inc - (OH),OH,PJM,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014,2655,"Butte Electric Coop, Inc",SD,WAUE,1,.,.,.,1,0.2,.,.,.,0.2,7,.,.,.,7,0.2,.,.,.,0.2,3,.,.,.,3,8,.,.,.,8,3,.,.,.,3,8,.,.,.,8,10.000,.,.,.,
2014,2955,Canby Utility Board,OR,BPAT,404,237,117,.,758,.,.,.,.,.,"4,324","2,843","1,409",.,"8,576",.,.,.,.,.,84,28,22,.,134,15,5,4,.,24,895,342,"1,606",.,"2,843",163,62,47,.,272,10.700,12.000,12.000,.,
2014,2985,"Capital Electric Coop, Inc",ND,WAUE,"1,011",0,0,0,"1,011",0.0,0.1,0.0,0.0,0.1,"20,220",.,0,0,"20,220",0.1,2.3,0.0,0.0,2.4,.,2,0,0,2,144,3,0,0,147,5,32,0,0,37,144,3,0,0,147,20.000,20.000,.,.,
2014,3046,Duke Energy Progress - (NC),NC,CPLE,"2,13,027","1,68,189",.,.,"3,81,216",29.1,35.3,.,.,64.4,"15,27,500","10,69,951",.,.,"25,97,451",29.1,35.3,.,.,64.4,"23,913","14,068",.,.,"37,981","13,705","4,039",.,.,"17,744","23,913","14,068",.,.,"37,981","13,705","4,039",.,.,"17,744",7.170,6.360,.,.,
2014,3046,Duke Energy Progress - (NC),SC,CPLE,"35,459","27,995",.,.,"63,454",4.8,5.8,.,.,10.6,"2,54,256","1,78,096",.,.,"4,32,352",4.8,5.8,.,.,10.6,"3,980","2,341",.,.,"6,321","2,281",672,.,.,"2,953","3,980","2,341",.,.,"6,321","2,281",672,.,.,"2,953",7.170,6.360,.,.,
2014,3107,Carteret-Craven El Member Corp,NC,CPLE,77,.,.,.,77,.,.,.,.,.,847,.,.,.,847,.,.,.,.,.,3,.,.,.,3,1,.,.,.,1,3,.,.,.,3,1,.,.,.,1,11.000,.,.,.,
2014,3203,Cedar Falls Utilities,IA,MISO,885,"1,134",14,.,"2,033",0.4,0.2,0.0,.,0.6,"11,969","20,925",183,.,"33,077",0.2,0.1,0.0,.,0.3,267,358,1,.,626,95,42,0,.,137,267,358,1,.,626,95,42,0,.,138,13.530,18.460,13.165,.,https://iub.iowa.gov/energy-efficiency
2014,3205,Cedar-Knox Public Power Dist,NE,SWPP,284,43,24,.,351,.,.,.,.,.,"1,607",185,226,.,"2,018",.,.,.,.,.,16,1,2,.,19,7,5,7,.,19,16,1,2,.,19,7,5,7,.,19,18.000,10.000,10.000,.,
2014,3208,Cedarburg Light & Water Comm,WI,MISO,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,
2014,3222,Central Alabama Electric Coop,AL,AEC,4,.,.,.,4,0.2,.,.,.,0.2,71,.,.,.,71,0.4,.,.,.,0.4,2,.,.,.,2,1,.,.,.,1,3,.,.,.,3,0,.,.,.,0,16.000,.,.,.,
2014,3248,Central Georgia El Member Corp,GA,SOCO,264,.,.,.,264,0.1,.,.,.,0.1,912,.,.,.,912,0.4,.,.,.,0.4,37,.,.,.,37,5,.,.,.,5,37,.,.,.,37,5,.,.,.,5,8.090,.,.,.,
2014,3258,Central Iowa Power Cooperative,IA,MISO,"12,600","6,266",943,.,"19,809",2.4,0.5,0.2,.,3.1,"1,20,665","95,415","11,493",.,"2,27,573",2.4,0.5,0.2,.,3.1,"2,353",431,83,.,"2,867",716,131,25,.,872,"2,353",431,83,.,"2,867",716,131,25,.,872,9.576,15.229,12.193,.,
2014,3264,Central Lincoln People's Ut Dt,OR,BPAT,"4,393",443,184,.,"5,020",.,.,.,.,.,"52,716","5,316","2,208",.,"60,240",.,.,.,.,.,"1,082",78,25,.,"1,185",.,.,.,.,.,"1,082",78,25,.,"1,185",.,.,.,.,.,13.810,10.000,10.350,.,
2014,3278,AEP Texas Central Company,TX,ERCO,"29,272","34,475",.,.,"63,747",8.5,8.0,.,.,16.5,"4,76,644","4,52,914",.,.,"9,29,558",8.5,8.0,.,.,16.5,"6,620","4,794",.,.,"11,414",614,435,.,.,"1,049","6,620","4,794",.,.,"11,414",614,435,.,.,"1,049",16.300,13.100,.,.,
2014,3287,"Central Valley Elec Coop, Inc",NM,SWPP,447,7,0,0,454,.,.,.,.,.,952,200,0,0,"1,152",.,.,.,.,.,23,1,0,0,24,.,.,.,.,.,43,1,0,0,44,.,.,.,.,.,15.000,20.000,.,.,www.cvecoop.org/content/about
2014,3295,City of Centralia - (WA),WA,BPAT,121,"1,416",726,.,"2,263",0.0,0.2,0.1,.,0.3,"1,171","16,277","8,714",.,"26,162",0.1,1.9,1.0,.,3.0,16,260,108,.,384,16,8,8,.,32,16,260,108,.,384,16,8,8,.,32,9.670,11.500,12.000,.,
2014,3314,"Chariton Valley Elec Coop, Inc",IA,AECI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"Associated Electric Cooperative, Inc.  reports DSM"
2014,3400,City of Chaska - (MN),MN,MISO,107,363,"4,823",.,"5,293",0.1,0.1,0.6,.,0.8,"1,071","3,630","48,230",.,"52,931",0.1,0.1,0.6,.,0.8,32,24,307,.,363,12,29,111,.,152,32,24,307,.,363,12,10,111,.,133,10.000,10.000,10.000,.,
2014,3413,PUD No 1 of Chelan County,WA,CHPD,"7,997","1,037","3,702",.,"12,736",3.0,0.3,0.7,.,4.0,"1,29,943","15,556","55,524",.,"2,01,023",3.0,0.3,0.7,.,4.0,"1,275",204,630,.,"2,109",357,11,116,.,484,"1,275",204,630,.,"2,109",357,11,116,.,484,16.248,15.000,15.000,.,
2014,3420,City of Cheney - (WA),WA,AVA,363,397,167,.,927,0.1,2.1,1.3,.,3.5,"10,716","4,041","1,670",.,"16,427",0.1,2.1,1.3,.,3.5,74,102,14,.,190,3,4,1,.,8,74,102,14,.,190,3,4,1,.,8,29.530,10.180,10.000,.,
2014,3436,Cherryland Electric Coop Inc,MI,MISO,"1,295","3,411",.,.,"4,706",.,.,.,.,.,"12,950","40,932",.,.,"53,882",.,.,.,.,.,40,226,.,.,266,12,67,.,.,79,505,681,.,.,"1,186",53,178,.,.,231,10.000,12.000,.,.,
2014,3461,Cheyenne Light Fuel & Power Co,WY,WACM,"1,889",786,.,.,"2,675",1.3,0.1,.,.,1.4,"28,335","11,790",.,.,"40,125",1.3,0.1,.,.,1.4,46,155,.,.,201,239,142,.,.,381,46,155,.,.,201,239,142,.,.,381,15.000,15.000,.,.,
2014,3477,City of Chicopee - (MA),MA,ISNE,118,"1,093",966,.,"2,177",0.0,0.3,0.2,.,0.5,"1,177","16,400","14,495",.,"32,072",0.0,0.3,0.2,.,0.5,63,314,133,.,510,31,40,41,.,112,63,314,133,.,510,31,40,41,.,112,10.000,15.000,15.000,.,
2014,3498,Chippewa Valley Electric Coop,WI,MISO,173,26,0,0,199,0.2,0.0,0.0,0.0,0.2,"2,535",362,0,0,"2,897",0.6,0.0,0.0,0.0,0.6,32,0,0,0,32,32,2,0,0,34,32,0,0,0,32,32,2,0,0,34,14.640,13.882,.,0.000,
2014,3502,"Choctawhatche Elec Coop, Inc",FL,AEC,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014,3503,"Choptank Electric Coop, Inc",MD,PJM,5,.,.,.,5,.,.,.,.,.,89,.,.,.,89,.,.,.,.,.,2,.,.,.,2,2,.,.,.,2,2,.,.,.,2,2,.,.,.,2,12.000,.,.,.,
2014,3542,Duke Energy Ohio Inc,OH,PJM,"1,31,718","66,721",.,.,"1,98,439",74.0,102.2,.,.,176.2,"5,25,464","7,53,723",.,.,"12,79,187",137.6,207.0,.,.,344.6,"5,171","8,345",.,.,"13,516","12,190","1,705",.,.,"13,895","5,171","8,345",.,.,"13,516","12,190","1,705",.,.,"13,895",3.990,11.300,.,.,
