Utility Characteristics,,,,,Reporting Year Incremental Annual Savings,,,,,,,,,,Incremental Life Cycle Savings,,,,,,,,,,Reporting Year Incremental Cost,,,,,,,,,,Incremental Life Cycle Costs,,,,,,,,,,Weighted Average Life,,,,
,,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,(Years),,,,
2017,963,Atlantic City Electric Co,NJ,PJM,428,.,.,.,428,0.1,.,.,.,0.1,"3,643",.,.,.,"3,643",0.1,.,.,.,0.1,1,.,.,.,1,0,.,.,.,0,1,.,.,.,1,0,.,.,.,0,9.000,.,.,.,
2017,965,Atlantic Municipal Utilities,IA,MISO,74,132,.,.,206,0.1,0.0,.,.,0.1,867,"1,323",.,.,"2,190",0.1,0.0,.,.,0.1,22,8,.,.,30,4,7,.,.,12,22,8,.,.,30,4,7,.,.,12,11.750,10.000,.,.,www.amu1.net
2017,1009,City of Austin - (MN),MN,MISO,971,"3,377",564,.,"4,912",0.2,0.7,0.1,.,1.0,"9,711","33,767","5,638",.,"49,117",0.2,0.7,0.1,.,1.0,109,278,76,.,464,210,8,1,.,219,109,278,76,.,464,210,8,1,.,219,10.000,10.000,10.000,.,
2017,1015,Austin Energy,TX,ERCO,"35,239","68,853","18,871",.,"1,22,964",15.6,17.0,4.6,.,37.3,"5,62,904","4,22,133","99,909",.,"10,84,946",15.6,17.0,4.6,.,37.3,"9,460","4,730",978,.,"15,168","3,505","1,465",408,.,"5,379","9,460","4,730",978,.,"15,168","3,505","1,465",408,.,"5,379",15.970,13.380,14.110,.,
2017,1050,City of Azusa,CA,CISO,"3,249","2,962",.,.,"6,211",0.5,0.5,.,.,1.0,"29,826","31,598",.,.,"61,424",0.5,0.5,.,.,1.0,98,536,.,.,634,3,160,.,.,163,900,"5,719",.,.,"6,619",28,"1,707",.,.,"1,735",9.180,10.670,.,.,
2017,1101,Bagley Public Utilities Comm,MN,MISO,42,47,516,.,606,0.0,0.0,0.1,.,0.1,607,472,"6,109",.,"7,188",0.0,0.0,0.1,.,0.1,4,3,35,.,42,1,1,1,.,4,4,3,35,.,42,1,1,1,.,4,14.300,9.950,11.840,.,
2017,1167,Baltimore Gas & Electric Co,MD,PJM,"1,04,322","1,46,818",.,.,"2,51,140",17.3,22.5,.,.,39.8,"14,66,164","17,04,381",.,.,"31,70,545",17.3,22.5,.,.,39.8,"31,734","33,093",.,.,"64,828","12,436","12,621",.,.,"25,057","31,734","33,093",.,.,"64,828","12,436","12,621",.,.,"25,057",14.054,11.609,.,.,http://webapp.psc.state.md.us/Intranet/home.cfm
2017,1176,City of Bandon - (OR),OR,BPAT,321,68,0,0,389,0.0,0.0,0.0,0.0,0.1,"6,010",624,0,0,"6,634",0.9,0.1,0.0,0.0,1.0,112,10,0,0,122,14,3,0,0,17,112,10,0,0,122,14,3,0,0,17,15.450,1.605,0.000,0.000,
2017,1233,City of Barnesville - (MN),MN,MISO,102,62,0,.,164,0.0,0.0,0.0,.,0.0,"1,235",743,0,.,"1,978",0.0,0.0,0.0,.,0.0,5,2,0,.,8,2,1,0,.,3,5,2,0,.,8,2,1,0,.,3,12.100,12.000,0.000,.,
2017,1251,Barron Electric Coop,WI,MISO,"1,273",340,"3,552",.,"5,165",0.1,0.0,0.0,.,0.1,"17,956","4,764","43,001",.,"65,721",0.1,0.0,0.0,.,0.1,44,8,47,.,99,88,2,0,.,90,44,8,47,.,99,88,2,0,.,90,14.106,14.013,12.106,0.000,
2017,1273,"Bartlett Electric Coop, Inc",TX,ERCO,18,.,.,.,18,0.0,.,.,.,0.0,247,.,.,.,247,0.0,.,.,.,0.0,3,.,.,.,3,1,.,.,.,1,5,.,.,.,5,5,.,.,.,5,14.980,.,.,.,www.bartlettec.coop
2017,1366,City of Bay City - (MI),MI,MISO,"1,390","4,090",.,.,"5,480",0.1,0.0,.,.,0.1,"16,547","60,651",.,.,"77,198",0.1,0.4,.,.,0.5,169,204,.,.,373,132,103,.,.,235,169,204,.,.,373,132,103,.,.,235,11.310,14.910,.,.,www.baycitymi.org/electric
2017,1367,"Bayfield Electric Coop, Inc",WI,MISO,198,186,.,.,384,0.0,0.0,.,.,0.0,"2,844","2,639",.,.,"5,483",0.0,0.0,.,.,0.0,16,6,.,.,22,0,0,.,.,0,16,6,.,.,22,0,0,.,.,0,14.000,14.000,.,.,
2017,1529,"Beltrami Electric Coop, Inc",MN,MISO,3,1,.,.,4,0.2,0.1,.,.,0.3,"18,911","11,117",.,.,"30,028",0.2,0.1,.,.,0.3,143,122,.,.,264,97,1,.,.,98,143,122,.,.,264,97,1,.,.,98,13.790,11.850,.,.,www.beltramielectric.com
2017,1573,City of Benson - (MN),MN,MISO,25,79,177,.,281,.,.,.,.,.,417,936,"2,084",.,"3,437",.,.,.,.,.,5,5,11,.,21,2,2,4,.,7,5,5,11,.,21,2,2,4,.,7,16.600,11.800,11.800,.,
2017,1579,PUD No 1 of Benton County,WA,BPAT,"3,606","1,564",768,.,"5,938",.,.,.,.,.,"43,272","18,768","9,216",.,"71,256",.,.,.,.,.,651,168,103,.,922,.,.,.,.,.,651,168,103,.,922,.,.,.,.,.,12.000,12.000,12.000,.,
2017,1601,City of Beresford,SD,SWPP,0,36,93,.,129,0.0,0.0,0.0,.,0.0,0,435,"1,117",.,"1,552",0.0,0.0,0.0,.,0.0,0,2,6,.,9,0,1,2,.,3,0,2,6,.,9,0,1,2,.,3,0.000,12.000,12.000,.,
2017,1613,Berkeley Electric Coop Inc,SC,SC,276,0,0,0,276,0.0,0.0,0.0,0.0,0.0,"4,380",0,0,0,"4,380",0.2,0.0,0.0,0.0,0.2,7,0,0,0,7,34,0,0,0,34,3,0,0,0,3,39,0,0,0,39,15.500,0.000,0.000,0.000,
2017,1692,Big Rivers Electric Corp,KY,MISO,"4,589","3,530",.,.,"8,119",2.6,1.7,.,.,4.3,"58,800","36,200",.,.,"95,000",2.6,1.7,.,.,4.3,593,371,.,.,964,67,45,.,.,112,593,371,.,.,964,67,45,.,.,112,12.800,10.300,.,.,
2017,1723,"Big Bend Electric Coop, Inc",WA,BPAT,164,677,"3,367",0,"4,208",0.0,0.0,0.0,0.0,0.0,"4,156","8,128","13,449",0,"25,733",0.0,0.0,0.0,0.0,0.0,51,115,335,0,501,19,6,73,0,98,51,115,335,0,501,19,6,73,0,98,25.370,12.000,7.890,0.000,
2017,1736,Blachly-Lane County Coop El Assn,OR,BPAT,655,232,59,.,946,0.2,0.1,0.0,.,0.3,"9,513","2,782",710,.,"13,005",0.2,0.1,0.0,.,0.3,192,36,18,.,245,21,7,2,.,30,192,36,18,.,245,21,7,2,.,30,10.059,2.942,0.751,.,
2017,1763,"Black River Electric Coop, Inc - (SC)",SC,SC,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,14,0,0,0,14,0,0,0,0,0,14,0,0,0,14,0.000,0.000,0.000,0.000,
2017,1889,Blue Ridge Elec Member Corp - (NC),NC,DUK,93,.,.,.,93,1.0,.,.,.,1.0,651,.,.,.,651,1.0,.,.,.,1.0,13,.,.,.,13,0,.,.,.,0,25,.,.,.,25,.,.,.,.,.,7.000,.,.,.,
2017,2008,City of Boulder City - (NV),NV,WALC,403,0,0,0,403,0.0,0.0,0.0,0.0,0.0,"4,312",0,0,0,"4,312",0.0,0.0,0.0,0.0,0.0,55,0,0,0,55,18,0,0,0,18,55,0,0,0,55,18,0,0,0,18,15.000,.,.,.,
2017,2089,Bozrah Light & Power Company,CT,ISNE,26,49,0,0,75,0.0,0.0,0.0,0.0,0.0,336,643,0,0,979,0.0,0.0,0.0,0.0,0.0,14,8,0,0,22,14,8,0,0,22,14,8,0,0,22,14,8,0,0,22,12.700,13.000,0.000,0.000,
2017,2182,City of Breckenridge- (MN),MN,MISO,105,79,90,0,274,0.0,0.0,0.0,0.0,0.0,"1,358",951,"1,073",0,"3,382",0.0,0.0,0.0,0.0,0.0,10,5,5,0,19,3,2,2,0,6,10,5,5,0,19,3,2,2,0,6,13.000,12.000,12.000,0.000,
2017,2212,"Broad River Electric Coop, Inc",NC,DUK,.,.,.,.,.,0.0,.,.,.,0.0,.,.,.,.,.,0.0,.,.,.,0.0,.,.,.,.,.,"1,050",.,.,.,"1,050",.,.,.,.,.,"1,050",.,.,.,"1,050",.,.,.,.,
2017,2285,City of Brookings - (SD),SD,WACM,122,"1,034","3,102",0,"4,258",0.0,0.2,0.5,0.0,0.7,"1,974","12,766","38,298",0,"53,038",0.0,0.2,0.5,0.0,0.7,24,49,148,0,221,8,16,49,0,73,24,49,148,0,221,8,16,49,0,73,16.200,12.300,12.300,.,
2017,2442,City of Bryan - (TX),TX,ERCO,380,"3,512",.,.,"3,892",0.1,0.9,.,.,1.0,"3,800","35,121",.,.,"38,921",0.1,0.8,.,.,0.9,62,280,.,.,342,52,22,.,.,75,62,280,.,.,342,52,22,.,.,75,10.000,10.000,.,.,
2017,2507,City of Burbank Water and Power,CA,LDWP,"6,148","7,999",.,.,"14,147",1.3,2.4,.,.,3.7,"26,654","91,983",.,.,"1,18,637",1.3,2.4,.,.,3.7,"1,924","1,405",.,.,"3,329",356,925,.,.,"1,281","1,924","1,405",.,.,"3,329",356,925,.,.,"1,281",4.340,11.500,.,.,
2017,2548,City of Burlington Electric - (VT),VT,ISNE,"2,377","4,645",0,0,"7,022",0.2,0.5,0.0,0.0,0.7,"35,100","53,336",0,0,"88,436",0.2,0.6,0.0,0.0,0.7,400,907,0,0,"1,307",414,746,0,0,"1,160",400,907,0,0,"1,307",414,746,0,0,"1,160",14.900,11.400,0.000,0.000,
2017,2599,Burt County Public Power Dist,NE,SWPP,18,.,256,.,274,.,.,0.1,.,0.1,344,.,"2,685",.,"3,029",.,.,0.1,.,0.1,3,.,23,.,26,2,.,4,.,6,3,.,23,.,26,2,.,4,.,6,19.000,.,10.000,.,
2017,2643,Butler Public Power District - (NE),NE,SWPP,94,199,16,0,309,0.0,0.0,0.0,0.0,0.1,"1,730","2,185",170,0,"4,084",0.0,0.0,0.0,0.0,0.1,11,10,1,0,22,2,4,2,0,8,11,10,1,0,22,2,4,2,0,8,18.350,11.000,10.340,0.000,
2017,2655,"Butte Electric Coop, Inc",SD,WACM,2,.,.,.,2,0.3,.,.,.,0.3,12,.,.,.,12,0.3,.,.,.,0.3,21,.,.,.,21,5,.,.,.,5,33,.,.,.,33,23,.,.,.,23,10.000,.,.,.,
2017,2955,Canby Utility Board,OR,PGE,255,498,723,0,"1,477",0.0,0.0,0.0,0.0,0.0,"4,336","4,983","7,232",0,"16,551",0.0,0.0,0.0,0.0,0.0,84,74,157,0,316,5,9,13,0,26,84,74,157,0,316,5,9,13,0,26,2.936,3.375,4.897,0.000,
2017,3046,Duke Energy Progress - (NC),NC,CPLE,"2,40,445","1,35,832",.,.,"3,76,277",45.3,20.9,.,.,66.2,"8,80,918","16,32,210",.,.,"25,13,129",45.3,20.9,.,.,66.2,"24,142","22,295",.,.,"46,437","14,665","5,108",.,.,"19,773","24,142","22,295",.,.,"46,437","14,665","5,108",.,.,"19,773",3.700,12.000,.,.,
2017,3046,Duke Energy Progress - (NC),SC,CPLE,"41,933","23,689",.,.,"65,622",7.9,3.6,.,.,11.5,"1,53,631","2,84,654",.,.,"4,38,285",7.9,3.6,.,.,11.5,"4,210","3,888",.,.,"8,098","2,558",891,.,.,"3,449","4,210","3,888",.,.,"8,098","2,558",891,.,.,"3,449",3.700,12.000,.,.,
2017,3107,Carteret-Craven El Member Corp,NC,CPLE,17,424,.,.,442,.,.,.,.,.,200,"7,212",.,.,"7,412",.,.,.,.,.,1,.,.,.,1,.,229,.,.,229,1,0,.,.,1,.,246,.,.,246,9.500,17.000,.,.,http://www.greencosolutions.net/
2017,3203,Cedar Falls Utilities,IA,MISO,"1,586","1,418",126,.,"3,130",0.6,0.3,0.0,.,1.0,"36,797","19,969","1,891",.,"58,657",0.7,0.3,0.0,.,1.0,357,256,13,.,626,154,92,2,.,248,357,256,13,.,626,154,92,2,.,248,23.195,14.083,15.000,.,
2017,3205,Cedar-Knox Public Power Dist,NE,SWPP,79,121,0,0,200,.,.,.,.,.,"1,331","1,332",0,0,"2,663",.,.,.,.,.,9,7,0,0,16,3,7,3,0,13,9,7,0,0,16,3,7,3,0,13,16.910,11.000,0.000,0.000,
2017,3240,Central Electric Coop Inc - (OR),OR,BPAT,"2,695","1,083",434,.,"4,212",.,.,.,.,.,"29,640","11,909","4,774",.,"46,323",.,.,.,.,.,626,197,64,.,887,9,.,.,.,9,"1,143",239,79,.,"1,461",.,.,.,.,.,11.000,11.000,11.000,.,
2017,3245,"Central Florida Elec Coop, Inc",FL,SEC,834,0,0,0,834,0.2,0.0,0.0,0.0,0.2,"2,079",0,0,0,"2,079",0.2,0.0,0.0,0.0,0.2,6,0,0,0,6,1,0,0,0,1,6,0,0,0,6,1,0,0,0,1,2.494,0.000,0.000,0.000,
2017,3248,Central Georgia El Member Corp,GA,SOCO,205,.,.,.,205,0.1,.,.,.,0.1,"2,744",.,.,.,"2,744",0.1,.,.,.,0.1,28,.,.,.,28,14,.,.,.,14,28,.,.,.,28,14,.,.,.,14,11.810,.,.,.,
2017,3249,Central Hudson Gas & Elec Corp,NY,NYIS,"42,033","12,966",.,.,"54,999",2.6,3.9,.,.,6.4,"6,20,457","4,12,810",.,.,"10,33,267",2.6,3.9,.,.,6.4,"1,664","1,418",.,.,"3,081","1,602",219,.,.,"1,821","2,947","4,386",.,.,"7,333","3,452",559,.,.,"4,011",8.000,15.000,.,.,
2017,3258,Central Iowa Power Cooperative,IA,MISO,"4,737","3,576","1,972",.,"10,285",1.0,0.4,0.2,.,1.6,"37,251","53,836","26,313",.,"1,17,400",1.0,0.4,0.2,.,1.6,"1,073",752,165,.,"1,991",471,330,73,.,874,"1,073",752,165,.,"1,991",471,330,73,.,874,7.865,15.057,13.342,.,Integrated Resource Plane found at: http://www.cipco.net/content/integrated-resource-plan CIPCO REPORTS ON BEHALF OF 12 COPERATIVES AND A GROUP OF 15 MUNICIPALITIES (found at http://www.cipco.net/content/meet-our-members). NOTE:  Our assumed baseline for residential heating programs has changed our reported results.  These programs would now show negative life cycle electrical savings due to long life programs with off peak electrical energy growth.  There are large BTUH savings from customers switching from propane and natural gas but they cannot be reported using this report.  This form does not allow negative savings so we are not reporting these programs.
2017,3264,Central Lincoln People's Ut Dt,OR,BPAT,"3,460","2,627",628,.,"6,715",.,.,.,.,.,"40,828","23,328","6,280",.,"70,436",.,.,.,.,.,936,487,156,.,"1,579",.,.,.,.,.,936,487,156,.,"1,579",.,.,.,.,.,11.800,8.880,10.000,.,
2017,3278,AEP Texas Central Company,TX,ERCO,"27,356","38,108",0,0,"65,464",12.9,32.7,0.0,0.0,45.6,"4,44,526","5,52,457",0,0,"9,96,983",12.9,32.7,0.0,0.0,45.6,"6,624","5,175",0,0,"11,799",721,568,0,0,"1,289","6,624","5,175",0,0,"11,799",721,568,0,0,"1,289",16.200,14.500,0.000,0.000,
2017,3287,"Central Valley Elec Coop, Inc",NM,SWPP,46,89,767,0,903,0.0,0.0,0.1,0.0,0.2,209,713,"6,136",0,"7,057",0.0,0.0,0.1,0.0,0.2,1,16,60,0,77,70,0,0,0,70,1,16,60,0,77,70,0,0,0,70,4.490,8.000,8.000,0.000,www.cvecoop.org
2017,3295,City of Centralia - (WA),WA,BPAT,346,697,408,.,"1,451",0.0,0.1,0.1,.,0.2,"3,178","8,866","5,455",.,"17,499",0.0,0.1,0.1,.,0.2,31,45,36,.,112,7,7,7,.,21,31,45,36,.,112,7,7,7,.,21,9.180,12.720,13.390,.,
2017,3400,City of Chaska - (MN),MN,MISO,477,"2,399","2,676",.,"5,552",0.3,0.4,0.3,.,1.0,"4,769","23,992","26,761",.,"55,522",0.3,0.4,0.3,.,1.0,49,219,135,.,403,13,58,59,.,130,49,219,135,.,403,13,58,59,.,130,10.000,10.000,10.000,.,
2017,3413,PUD No 1 of Chelan County,WA,CHPD,"3,235","6,004","5,955",.,"15,194",1.5,1.4,1.1,.,4.0,"52,228","73,851","87,923",.,"2,14,002",1.5,1.4,1.1,.,4.0,726,"1,233",798,.,"2,756",218,120,22,.,360,726,"1,233",798,.,"2,756",218,120,22,.,360,16.144,12.299,14.766,.,
2017,3420,City of Cheney - (WA),WA,AVA,28,362,.,.,390,.,.,.,.,.,"1,109","4,343",.,.,"5,453",.,.,.,.,.,11,64,.,.,76,.,.,.,.,.,11,64,.,.,76,.,.,.,.,.,39.740,12.000,.,.,
2017,3461,Cheyenne Light Fuel & Power Co,WY,WACM,665,"4,722",.,.,"5,387",0.4,0.8,.,.,1.2,"9,975","70,830",.,.,"80,805",0.4,0.8,.,.,1.2,47,475,.,.,522,122,144,.,.,266,47,475,.,.,522,122,144,.,.,266,15.000,15.000,.,.,https://dms.wyo.gov/ManageDocket.aspx?DocketId=G62sAjKKWLPYc3pfVHt%2bpl1oqbFVesW5WemC136PWMg%3d  (Docket 20003-151-EA-16)
2017,3477,City of Chicopee - (MA),MA,ISNE,107,453,898,.,"1,458",0.0,0.1,0.1,.,0.2,"1,071","6,796","13,466",.,"21,332",0.0,0.1,0.1,.,0.2,52,76,133,.,261,28,26,46,.,100,52,76,133,.,261,28,26,46,.,100,10.000,15.000,15.000,.,
2017,3498,Chippewa Valley Electric Coop,WI,MISO,165,108,0,0,273,0.0,0.0,0.0,0.0,0.0,"2,313","1,509",0,0,"3,822",0.0,0.0,0.0,0.0,0.0,14,2,0,0,16,42,3,0,0,45,14,2,0,0,16,42,3,0,0,45,14.000,14.000,0.000,0.000,
2017,3502,"Choctawhatche Elec Coop, Inc",FL,AEC,81,.,.,.,81,86.7,.,.,.,86.7,"1,212",.,.,.,"1,212",86.7,.,.,.,86.7,28,.,.,.,28,2,.,.,.,2,28,.,.,.,28,2,.,.,.,2,15.000,.,.,.,
2017,3503,"Choptank Electric Coop, Inc",MD,PJM,6,0,0,.,6,0.0,0.0,0.0,.,0.0,51,0,0,0,51,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,13.000,.,.,.,
2017,3542,Duke Energy Ohio Inc,OH,PJM,"1,09,347","1,96,060",.,.,"3,05,407",26.2,35.0,.,.,61.2,"3,84,346","24,66,882",.,.,"28,51,229",26.2,35.0,.,.,61.2,"3,354","35,143",.,.,"38,497","5,128","5,739",.,.,"10,867","3,354","35,143",.,.,"38,497","5,128","5,739",.,.,"10,867",3.515,12.582,.,.,
2017,3644,PUD No 1 of Clallam County,WA,BPAT,"3,995",735,68,.,"4,798",.,.,.,.,.,"54,848","9,104",683,.,"64,634",.,.,.,.,.,554,57,7,.,618,468,98,8,.,574,554,57,7,.,618,468,98,8,.,574,13.728,12.383,10.095,.,http://www.commerce.wa.gov/growing-the-economy/energy/energy-independence-act/eia-reporting/
2017,3660,PUD No 1 of Clark County - (WA),WA,BPAT,"38,275","17,330","59,392",.,"1,14,997",9.0,4.1,14.0,.,27.1,"3,82,750","1,90,630","5,93,920",.,"11,67,300",9.0,4.1,14.0,.,27.1,"4,019","1,904","6,322",.,"12,245","2,404",376,737,.,"3,517","4,019","1,904","6,322",.,"12,245","2,404",376,737,.,"3,517",10.000,11.000,10.000,10.150,http://www.commerce.wa.gov/growing-the-economy/energy/energy-independence-act/eia-reporting/
2017,3701,Clark Electric Coop - (WI),WI,MISO,"1,262",350,.,.,"1,612",0.1,0.1,.,.,0.2,"17,886","4,978",.,.,"22,864",0.1,0.1,.,.,0.2,64,12,.,.,76,4,.,.,.,4,64,12,.,.,76,4,.,.,.,4,14.173,14.222,.,.,
2017,3739,Clearwater Power Company,ID,BPAT,"1,230",401,0,0,"1,631",.,.,.,.,.,"26,027","4,812",0,0,"30,839",.,.,.,.,.,257,58,0,0,315,355,63,0,0,418,257,58,0,0,315,355,63,.,.,418,21.160,13.200,.,.,
2017,3739,Clearwater Power Company,WA,BPAT,21,1,.,.,22,.,.,.,.,.,438,15,.,.,452,.,.,.,.,.,4,0,.,.,4,6,0,.,.,6,4,0,.,.,4,6,0,.,.,6,21.160,12.000,.,.,
2017,3755,Cleveland Electric Illum Co,OH,PJM,"1,34,163","1,05,384","29,775",0,"2,69,322",24.2,19.5,5.0,0.0,48.7,"16,31,072","12,36,041","3,42,184",0,"32,09,296",24.2,19.5,5.0,0.0,48.7,"7,208","5,230","1,270",0,"13,709","4,056","2,725","1,087",0,"7,868","7,208","5,230","1,270",0,"13,709","4,056","2,725","1,087",0,"7,868",12.157,11.729,11.492,0.000,"The website will be available after May 15, 2018."
2017,3757,"Clay Electric Cooperative, Inc",FL,SEC,"2,230",.,.,.,"2,230",0.2,.,.,.,0.2,"31,745",.,.,.,"31,745",0.2,.,.,.,0.2,164,.,.,.,164,150,.,.,.,150,164,.,.,.,164,150,.,.,.,150,14.233,.,.,.,
